gisid,Calendar year,State Route,Loc Road Name RMS,Intersection From,Segment From,Offset From,Intersection To,Segment To,Offset to,Municipality Name1,Municipality Name2,Municipality Name3,Leg Dist 1,Leg Dist 2,Leg Dist 3,Senatorial Dist1,Senatorial Dist2,Cong District,Miles Planned,County,longcode,shortcode,cty_code,source
2403,2026,2002,SECOND ST,Industrial Highway / SR 0291,10,0,Fourth Ave / SR 2029,40,2604,TINICUM,"","",162,"","",26,"",01,1.53,Delaware,20020010000000402604,200200100040,23,5-year plan 2024-2028
